review,rating,date,bank,source,sentiment
It was good at first but now the system is very bad.please try to fix it.,1,2025-01-14,Dashen,Google Play,positive
Generic error how tofix,4,2025-01-06,Dashen,Google Play,negative
Fast and suitable to learn.,5,2025-01-04,Dashen,Google Play,neutral
"The app is extremely slow, often stuck on the logo. Security is poor, requiring only username/password. This allows unauthorized transactions. A large company like yours needs stronger security, such as two-factor authentication. The app's speed lags significantly compared to others. Numerous updates are needed to improve performance and security. Currently, it's a frustrating and time-wasting experience.",1,2025-01-03,Dashen,Google Play,positive
Sometimes it's soo slow,3,2025-01-01,Dashen,Google Play,neutral
the best app I used always,1,2024-12-31,Dashen,Google Play,positive
Amole apk is ..... it's very good apk . please used amole Apk,5,2024-12-29,Dashen,Google Play,positive
fast and secure app,5,2024-12-23,Dashen,Google Play,positive
Ok,4,2024-12-18,Dashen,Google Play,positive
I am new for this App let me to use and i will rate 5 star while i get Satisfie,3,2024-12-17,Dashen,Google Play,neutral
Yeb,5,2024-12-12,Dashen,Google Play,neutral
Good Ait service!,5,2024-12-09,Dashen,Google Play,positive
Sisay mustefa abani,5,2024-12-08,Dashen,Google Play,neutral
Wow,5,2024-12-06,Dashen,Google Play,positive
"It can't load, even in a fast network connection. This app is so bad that it needs fixing",1,2024-12-05,Dashen,Google Play,negative
The best mobile banking in Ethiopia 👍👍,5,2024-12-03,Dashen,Google Play,positive
Thnk you,5,2024-12-02,Dashen,Google Play,neutral
Nice,5,2024-11-30,Dashen,Google Play,positive
I like this app b/c it has many options and easily useable,5,2024-11-28,Dashen,Google Play,positive
Its nice but it does not have speed it requires a lot of patience it will not be for a problem,3,2024-11-28,Dashen,Google Play,positive
It is better if he blinks (ከንግድ ባንክ666).,5,2024-11-28,Dashen,Google Play,positive
Naysssss,5,2024-11-27,Dashen,Google Play,neutral
best,5,2024-11-27,Dashen,Google Play,positive
It's good,3,2024-11-21,Dashen,Google Play,positive
Big love,5,2024-11-20,Dashen,Google Play,positive
Excellent,5,2024-11-16,Dashen,Google Play,positive
Please decrease app size,4,2024-11-09,Dashen,Google Play,positive
Nice app,5,2024-11-08,Dashen,Google Play,positive
It's great,5,2024-11-08,Dashen,Google Play,positive
Alem Zeleqe,3,2024-11-08,Dashen,Google Play,neutral
❤️,5,2024-11-08,Dashen,Google Play,neutral
Best,5,2024-11-06,Dashen,Google Play,positive
Nice,1,2024-10-30,Dashen,Google Play,positive
Great Financial App,5,2024-10-28,Dashen,Google Play,positive
Deshan bank,5,2024-10-27,Dashen,Google Play,neutral
"Still in love with it but while the app start to open, it takes time pls upgrade & fix the bug.",5,2024-10-22,Dashen,Google Play,positive
It's such an amazing app. Truly Dashen bank is always one step ahead of other banks in 🇪🇹 👍,5,2024-10-16,Dashen,Google Play,positive
Good,5,2024-10-02,Dashen,Google Play,positive
Best App for all users.,5,2024-10-02,Dashen,Google Play,positive
I ilke very much,5,2024-09-25,Dashen,Google Play,neutral
"The app suffers from severe performance issues, particularly with response times. The backend seems to have high latency, as the OTP generation and delivery process consistently delays, even after the server acknowledges that it has been sent. API requests frequently fail, returning non-descriptive error messages that lack proper exception handling, making it difficult for users to understand the issue. I know you will gonne say""ehe yedekem hzb teche alteche"", but that it.",1,2024-09-12,Dashen,Google Play,negative
"The security, cool, every time OTP!! The UI, let's not talk about the UI, But how the heck it says ""offline mode is not available"" something like that, when I enter more than the max amount to transfer. Fellas i am a web dev, this is bad UX. It needs update on the UX. Will see the UI later.",3,2024-09-10,Dashen,Google Play,negative
Select from Sending account option not working when trying to send to other banks,2,2024-09-08,Dashen,Google Play,neutral
It's not working,1,2024-09-08,Dashen,Google Play,neutral
nice App,5,2024-09-07,Dashen,Google Play,positive
የአንደኛ ቀዳሚ ምርጫችን ዳሽን ባንክ ሁልጊዜ አንድ እርምጃ ቀዳሚ። የአሞሌ አስጠቃሚ።,5,2024-09-03,Dashen,Google Play,neutral
best app,5,2024-08-29,Dashen,Google Play,positive
በጠም ውደድኩት ስህተት ከለው በጠም መዝገቱ ደስ ብሎኛል,5,2024-08-24,Dashen,Google Play,neutral
🔥,4,2024-08-24,Dashen,Google Play,neutral
"Although the application is good, but, it is difficult to get out. The app does not work to get out with the back cursor . Fix it quickly.",1,2024-08-22,Dashen,Google Play,negative
Go,3,2024-08-21,Dashen,Google Play,neutral
"I like thise app it is smart app,but when i make one mistake it will automatically block",5,2024-08-15,Dashen,Google Play,neutral
Nice,5,2024-08-14,Dashen,Google Play,positive
Suaud,5,2024-08-05,Dashen,Google Play,neutral
Ok,5,2024-08-03,Dashen,Google Play,positive
wenderfull,5,2024-08-03,Dashen,Google Play,neutral
Nice app in Ethiopia,5,2024-08-01,Dashen,Google Play,positive
Nice,5,2024-07-30,Dashen,Google Play,positive
simply the best,5,2024-07-26,Dashen,Google Play,positive
Very nice mob app,3,2024-07-26,Dashen,Google Play,positive
nice,5,2024-07-24,Dashen,Google Play,positive
Good,5,2024-07-09,Dashen,Google Play,positive
Best,5,2024-07-02,Dashen,Google Play,positive
"I hate this app stack and blackscreen not open as required ,normaly i resigned my job do to this app b/c our salary are depoite by dashen bank",1,2024-06-28,Dashen,Google Play,negative
Wow Very Nice App,5,2024-06-22,Dashen,Google Play,positive
Telebirr agent deposit is not working until now. Please fix it. Fix it fast.,5,2024-06-19,Dashen,Google Play,positive
Very good,5,2024-06-16,Dashen,Google Play,positive
The developers have incorporated biometric login which has made the app very convenient and user friendly. I will now increase my rating as promised,5,2024-06-15,Dashen,Google Play,positive
Memekaye miliyoon girmaa,3,2024-06-14,Dashen,Google Play,neutral
This app is 🤩,5,2024-06-12,Dashen,Google Play,neutral
Be adjusted this app is not available anytime,5,2024-06-11,Dashen,Google Play,neutral
Super app,5,2024-06-10,Dashen,Google Play,positive
"Very poor app! It locked my out without any reason, does not have any conformation or screenshots . And delay when opening of the app. It is just time wasting.",1,2024-06-09,Dashen,Google Play,negative
Best app....,5,2024-06-06,Dashen,Google Play,positive
wow amole,4,2024-06-03,Dashen,Google Play,positive
We,1,2024-06-01,Dashen,Google Play,neutral
Best,5,2024-06-01,Dashen,Google Play,positive
Tye app is mostly good but you should make it be able to save usernames instead of typing every time i want to login,4,2024-05-31,Dashen,Google Play,positive
"It's good enough. But, there is slowing in beginning of the App....",5,2024-05-24,Dashen,Google Play,positive
"Good for safety,take long way though",5,2024-05-22,Dashen,Google Play,positive
😘,5,2024-05-20,Dashen,Google Play,neutral
Bad app that not helping me the is not login,1,2024-05-18,Dashen,Google Play,negative
Good,4,2024-05-14,Dashen,Google Play,positive
Best after removal of screelock password,5,2024-05-13,Dashen,Google Play,positive
"I really don't get how this is the lite version and it is bigger than the og app, ah well it is what it is ig ¯⁠\⁠_😂_⁠/⁠¯",5,2024-05-10,Dashen,Google Play,positive
"Dashen Bank is the gold standard of banking in Ethiopia! The mobile app makes banking convenient and efficient. Plus, the branch services is top-notch, with staff always ready to assist with a smile.",5,2024-05-10,Dashen,Google Play,positive
ማይ,1,2024-05-09,Dashen,Google Play,neutral
Doesn't work most of the time,1,2024-05-09,Dashen,Google Play,neutral
that is awesome,5,2024-05-01,Dashen,Google Play,positive
"It's so boring.... I don't wanna say this but this app so tough to take action. It's take long time and also it's conditional mostly it's not available, in 1 day it's work for 1 or 2 hour .... this bank so huge but de app it's not enough to define your exellence",1,2024-04-30,Dashen,Google Play,positive
We,5,2024-04-28,Dashen,Google Play,neutral
Jafare has fyguhfiwudgg,5,2024-04-25,Dashen,Google Play,neutral
it's fine,5,2024-04-20,Dashen,Google Play,positive
This app is very good Nice app people please use this app 😃☺️☺️,5,2024-04-20,Dashen,Google Play,positive
Nice,5,2024-04-18,Dashen,Google Play,positive
Wow amazing platform 🙏,5,2024-04-17,Dashen,Google Play,positive
"I tried to log in twice and locked me out. I tried to email them, but no one responded 🙃 please respond to our email back",1,2024-04-12,Dashen,Google Play,neutral
Why dont update,5,2024-04-06,Dashen,Google Play,neutral
Good app,5,2024-04-05,Dashen,Google Play,positive
Best,5,2024-04-01,Dashen,Google Play,positive
Nice,4,2024-03-31,Dashen,Google Play,positive
This app is so good and its an interesting,3,2024-03-29,Dashen,Google Play,positive
The best easy banking app ever @ Ethiopia,5,2024-03-26,Dashen,Google Play,positive
Amole lite wow its more easy for use and more secured. I really its one step a head,5,2024-03-25,Dashen,Google Play,positive
Excellent and Easy to use.,5,2024-03-25,Dashen,Google Play,positive
wow,5,2024-03-24,Dashen,Google Play,positive
it's good app I'm using it right now but after it have installed doesn't work fastly and again goes to update..plc fix the problem..,3,2024-03-23,Dashen,Google Play,positive
Very nice,5,2024-03-22,Dashen,Google Play,positive
It's good app,5,2024-03-22,Dashen,Google Play,positive
Very secured app but after the last update it takes long time to start .pls minimize the start time ppl might have no patience to wait more than 30 seconds just for the app to open ..,5,2024-03-22,Dashen,Google Play,negative
Nice,4,2024-03-22,Dashen,Google Play,positive
I don't know why I have been stuck with other mobile banking systems when all I needed was amole... I loved it,5,2024-03-22,Dashen,Google Play,positive
Special for me,5,2024-03-21,Dashen,Google Play,positive
Baset app,5,2024-03-20,Dashen,Google Play,neutral
it is good App,4,2024-03-19,Dashen,Google Play,positive
Nuuroo usmaan gaamilcom,5,2024-03-18,Dashen,Google Play,neutral
good,4,2024-03-18,Dashen,Google Play,positive
Very good app,5,2024-03-17,Dashen,Google Play,positive
Student,5,2024-03-17,Dashen,Google Play,neutral
Please apply!cardless cash out system🙏,2,2024-03-17,Dashen,Google Play,positive
it has a lot of options but it is a slowe while opning by biometric,2,2024-03-17,Dashen,Google Play,neutral
The last update is not working correctly so i stop using this app betam huwala ker new dashen bank needs to work on its digital app teams,5,2024-03-17,Dashen,Google Play,negative
How to use application,5,2024-03-16,Dashen,Google Play,neutral
cooooolllllll,5,2024-03-16,Dashen,Google Play,neutral
I prefered you b/cs your service charge is very fair.,5,2024-03-16,Dashen,Google Play,positive
Excellent App And Easy To Use Every where.,5,2024-03-16,Dashen,Google Play,positive
ተመችቶናል,4,2024-03-16,Dashen,Google Play,neutral
The best app,5,2024-03-16,Dashen,Google Play,positive
Well done Dashen Bank.,4,2024-03-16,Dashen,Google Play,positive
በጣም አሪፍ ነው,5,2024-03-16,Dashen,Google Play,neutral
Good,5,2024-03-13,Dashen,Google Play,positive
"The UI/UX experience is already good, but some minor tweaks in font sizes and color can take it to the top-notch level. Imagine the sheer joy and satisfaction your users will feel when they see the polished and refined interface you've created for them. Don't miss the opportunity to impress them even more with these simple yet impactful changes.",5,2024-03-12,Dashen,Google Play,positive
I m the one here in Dashen bank,5,2024-03-06,Dashen,Google Play,neutral
improve more,3,2024-03-04,Dashen,Google Play,positive
Tremendous,5,2024-03-04,Dashen,Google Play,neutral
ለመግባት (login) ቀርፋፋ ነው ።,1,2024-03-04,Dashen,Google Play,neutral
I like this,3,2024-03-03,Dashen,Google Play,positive
Longin fails repeatedly,3,2024-02-28,Dashen,Google Play,negative
One of the best app I have ever seen it's simple to use,5,2024-02-26,Dashen,Google Play,positive
Personal scored,5,2024-02-25,Dashen,Google Play,neutral
Nice app,5,2024-02-24,Dashen,Google Play,positive
best app,5,2024-02-24,Dashen,Google Play,positive
Best app,3,2024-02-24,Dashen,Google Play,positive
Good,5,2024-02-24,Dashen,Google Play,positive
Welcome,4,2024-02-22,Dashen,Google Play,positive
Good,5,2024-02-20,Dashen,Google Play,positive
Needs to be underrated. Bad service,1,2024-02-20,Dashen,Google Play,negative
Easy to use,4,2024-02-15,Dashen,Google Play,positive
Its nice,5,2024-02-12,Dashen,Google Play,positive
Mudeme,5,2024-02-11,Dashen,Google Play,neutral
The upgraded Amole lite app is nice. I’ve loved it. But #USSD CANNOT BE ADJUSTED FOR NEW CUSTOMERS ESPECIALLY THOSE WHO DO NOT HAVE SMARTPHONES. YOU NEED TO IMPROVE THIS ONE,5,2024-02-11,Dashen,Google Play,positive
Good,1,2024-02-11,Dashen,Google Play,positive
Past,5,2024-02-10,Dashen,Google Play,neutral
Nice app,5,2024-02-10,Dashen,Google Play,positive
It doesn't work,5,2024-02-09,Dashen,Google Play,neutral
Open,1,2024-02-09,Dashen,Google Play,neutral
Good app,1,2024-02-08,Dashen,Google Play,positive
good,5,2024-02-08,Dashen,Google Play,positive
Awesome,5,2024-02-06,Dashen,Google Play,positive
receipt downloading is not avialable in this version,1,2024-02-05,Dashen,Google Play,neutral
Good 👍,5,2024-02-04,Dashen,Google Play,positive
Not reliable!,1,2024-02-04,Dashen,Google Play,neutral
The last update doesn't work when you chose account to send money on lower Android version,1,2024-02-04,Dashen,Google Play,negative
Nice app,1,2024-02-03,Dashen,Google Play,positive
Exchange rate is not real,5,2024-02-03,Dashen,Google Play,neutral
Good,5,2024-02-03,Dashen,Google Play,positive
Good Security,5,2024-02-03,Dashen,Google Play,positive
"It's good app but i can not see the history of transactions on the app and also updated one is not good can't send always says, choose account",5,2024-02-02,Dashen,Google Play,positive
Its good,5,2024-02-02,Dashen,Google Play,positive
Happy day,4,2024-02-01,Dashen,Google Play,positive
"Disabled taking screenshots so there's no way to share payment confirmation screenshot with people. When you think the app couldn't get any worse, somehow these people find a way to do so.",1,2024-02-01,Dashen,Google Play,positive
Too technical.,1,2024-02-01,Dashen,Google Play,neutral
Excellent,5,2024-02-01,Dashen,Google Play,positive
🥰🥰🥰🥰,5,2024-02-01,Dashen,Google Play,neutral
Fast and secured,5,2024-02-01,Dashen,Google Play,positive
Good,5,2024-02-01,Dashen,Google Play,positive
Good but it need additional work it is slow in respond,3,2024-01-31,Dashen,Google Play,positive
Nice app,5,2024-01-31,Dashen,Google Play,positive
My best,5,2024-01-31,Dashen,Google Play,positive
"l am old customer of dashen bank, i started to use this app almost for five month, in those time i didn't saw any negative on this app, its interesting and you can pay and recieve payment easily. from ethiopian banks i give five star its always seek new technology than ever bank.",5,2024-01-31,Dashen,Google Play,positive
Its nice please add reprint to get the receit,5,2024-01-31,Dashen,Google Play,positive
Amole 100%,5,2024-01-31,Dashen,Google Play,neutral
I like it this app,4,2024-01-31,Dashen,Google Play,positive
Best,5,2024-01-30,Dashen,Google Play,positive
Smart and best always !,5,2024-01-30,Dashen,Google Play,positive
Ok,1,2024-01-30,Dashen,Google Play,positive
Dashed Bank A...,5,2024-01-29,Dashen,Google Play,neutral
Best app,5,2024-01-28,Dashen,Google Play,positive
ያማችኋል አይሰራም,1,2024-01-22,Dashen,Google Play,neutral
since i started using this app its speed and reliability is great as well. it incorporates all technologies. I am very impressed with the modern work you are doing with little effort.,5,2024-01-22,Dashen,Google Play,positive
"It doesn't work, it keeps saying ""there was a problem submitting your request. Please try again later"" how come banking app service down all the time. It is very irritating.",1,2024-01-17,Dashen,Google Play,negative
Excellent quality Applications Dashen bank for ever,5,2024-01-15,Dashen,Google Play,positive
Good,5,2024-01-13,Dashen,Google Play,positive
Way,5,2024-01-13,Dashen,Google Play,neutral
This is the most ridiculous thing I have ever seen they are on maintenance everyother day,1,2023-12-31,Dashen,Google Play,negative
Well improved!,4,2023-12-29,Dashen,Google Play,positive
Keeps hanging ..,3,2023-12-24,Dashen,Google Play,neutral
It's exceptional,5,2023-12-24,Dashen,Google Play,neutral
Dashen Bank Amole Lite essy to use and the connection is fast.,5,2023-12-23,Dashen,Google Play,neutral
Ita fantastic,5,2023-12-23,Dashen,Google Play,positive
It is best app,5,2023-12-19,Dashen,Google Play,positive
Top,5,2023-12-18,Dashen,Google Play,positive
Dashen Bank is App 🥰👌,5,2023-12-18,Dashen,Google Play,neutral
<> መፈክራችው እና ስራችው አይገናኝም ። በጣም የሚያስጠላ app ነው። ቀድሞ ያልዘመና ነው በአጠቃላይ ጊዜ እና ገንዘብ የሚያከስር app ነው ። keep our time unless uses this app,1,2023-12-18,Dashen,Google Play,neutral
I am very comfortable with the efficiency,5,2023-12-15,Dashen,Google Play,positive
"I tried to use this app for long and failed to do so. Initially, I able to use it even though with difficulty (very slow, need of login and logout) now and then. Then i couldn't use it. I tried to reset with one of the Dashen branch bank but failed",1,2023-12-11,Dashen,Google Play,negative
⭐️⭐️⭐️⭐️⭐️,5,2023-12-07,Dashen,Google Play,neutral
Too slow!,1,2023-12-05,Dashen,Google Play,neutral
a best tecnology appl.,5,2023-11-26,Dashen,Google Play,positive
This app no working 1 star,1,2023-11-23,Dashen,Google Play,negative
This app works so good. But i don't get it why it never show incoming fund transfer report? Have you notice this?,3,2023-11-23,Dashen,Google Play,positive
it sስሎው አፕፕ ፕሊስ ቸንግ አንድ ፋሰት,1,2023-11-22,Dashen,Google Play,neutral
There is always room for improvement and an opportunity to adopt! keep improving and keep evolving. I would love to see external services provided by the Amole app to utilize and actively operate our banking account. Option to invest in ideas that could build Ethiopian creativity. Yosef ke Dallas,4,2023-11-22,Dashen,Google Play,positive
"Even though I am a long-time Dashen Bank admirer, I find this app hard to use compared to other banks' mobile apps. It has a problem refreshing account balance, I needed to log out and login to see the updated account balance. Overall, user friendliness of the app needs a serious upgrade. I will improve my rating once problems are addressed.",1,2023-11-22,Dashen,Google Play,positive
Best,5,2023-11-18,Dashen,Google Play,positive
"very fast ,secure and simply to use i like amole",5,2023-11-15,Dashen,Google Play,positive
Amazing,5,2023-11-13,Dashen,Google Play,positive
The best of the best app,5,2023-11-12,Dashen,Google Play,positive
ለአጠቃቀም አመቺ እና ቀላል የሆነ የሞባይል መተግበሪያ ነው ።,5,2023-11-12,Dashen,Google Play,neutral
It is a reliable and safe application.,5,2023-11-11,Dashen,Google Play,positive
Good,5,2023-11-11,Dashen,Google Play,positive
"Best app, it saves traveling cost plus work time forgone. Simply bank in your home and hand 🙏",5,2023-11-11,Dashen,Google Play,positive
It is compatible.,4,2023-11-11,Dashen,Google Play,neutral
It's very good app but always try to open requested update...,4,2023-11-11,Dashen,Google Play,positive
please how can i fix my app it keep saying application error i have tried to uninstall and install again nothing has changed please help,1,2023-11-10,Dashen,Google Play,positive
"It is too slow application than any one of Ethiopian mobile banking apps. Please make it fast, and its feature beautiful. I am a Dashen Bank Customer and user of this app. Thank you.",2,2023-11-10,Dashen,Google Play,positive
Best,5,2023-11-09,Dashen,Google Play,positive
Not working sometimes,3,2023-11-09,Dashen,Google Play,neutral
The best one of the internet banking apps I've come across in Ethiopia. Only thing I would like to see added is the ability to get a receipt after the payment has been payed or transferred. Since it only gives a receipt right at the moment of payment and after that there is no way to get a receipt.,5,2023-11-08,Dashen,Google Play,positive
nice app,4,2023-10-31,Dashen,Google Play,positive
Excellent,5,2023-10-28,Dashen,Google Play,positive
Best,5,2023-10-21,Dashen,Google Play,positive
ምንድን ነው password 🔑 expired የሚለው,5,2023-10-17,Dashen,Google Play,neutral
Worst app ever all it does is load and fail plus your customer service on front are not supporting,1,2023-10-17,Dashen,Google Play,negative
Best app I used it,1,2023-10-14,Dashen,Google Play,positive
Faster secure and best international creadite card is the frist bank ethiopian bank to apply prophational card.,5,2023-10-13,Dashen,Google Play,positive
Excllent,5,2023-10-07,Dashen,Google Play,neutral
This is nice adds that I like it.,5,2023-09-30,Dashen,Google Play,positive
It is simple and fast.,5,2023-09-29,Dashen,Google Play,neutral
👏👏👏,4,2023-09-27,Dashen,Google Play,neutral
Vary good,2,2023-09-27,Dashen,Google Play,positive
Amazing banking app.,5,2023-09-26,Dashen,Google Play,positive
Great app,5,2023-09-25,Dashen,Google Play,positive
Best app ever,5,2023-09-10,Dashen,Google Play,positive
Ashabul,5,2023-09-10,Dashen,Google Play,neutral
Best easy and secure app thank you,5,2023-09-08,Dashen,Google Play,positive
Best app Ever!,5,2023-09-03,Dashen,Google Play,positive
"Why not we can pay bill,directly from main account, difficult to transfer repeatedly.",5,2023-09-02,Dashen,Google Play,negative
"Aside of some of it's major flows, the worst one yet is that it doesn't give you the full detail of your transaction history. Like the receiver's name and account number. You've to take a screenshot to document it or send it to the receiver as a confirmation.",2,2023-09-02,Dashen,Google Play,negative
Good app for use simple and easy,5,2023-09-01,Dashen,Google Play,positive
ባጠቃላይ ባንኩ እወደዋለሁኝ,5,2023-08-31,Dashen,Google Play,neutral
"Like your slogan, you are one step ahead.",5,2023-08-31,Dashen,Google Play,positive
Good,5,2023-08-31,Dashen,Google Play,positive
Loved,5,2023-08-30,Dashen,Google Play,positive
Very good app and secured,5,2023-08-28,Dashen,Google Play,positive
This app is so simple to use and secured. But while generating receipt or ደረሰኝ its required additional app XML viewer or PDF conversion app. Why? Can we view the receipt through jpg viewers?,4,2023-08-26,Dashen,Google Play,positive
Not too bad,3,2023-08-19,Dashen,Google Play,positive
Teribble need a lot of work to improve,1,2023-08-19,Dashen,Google Play,positive
ok,5,2023-08-18,Dashen,Google Play,positive
ምርጥየ,5,2023-08-18,Dashen,Google Play,neutral
Baheru ጭስ,2,2023-08-16,Dashen,Google Play,neutral
Wawu,5,2023-08-12,Dashen,Google Play,neutral
Thank Dashen bank,5,2023-08-12,Dashen,Google Play,positive
good,1,2023-08-12,Dashen,Google Play,positive
Good,4,2023-08-11,Dashen,Google Play,positive
Simple and secured,5,2023-08-10,Dashen,Google Play,positive
its nice and easg to use.Also its unique part is very fast,5,2023-08-10,Dashen,Google Play,positive
It's just ewww the app overall,2,2023-08-10,Dashen,Google Play,neutral
Love it,5,2023-08-09,Dashen,Google Play,positive
Good App.,5,2023-08-09,Dashen,Google Play,positive
Good,5,2023-08-05,Dashen,Google Play,positive
Its good,5,2023-08-04,Dashen,Google Play,positive
Simplify.,5,2023-08-01,Dashen,Google Play,neutral
Amazing,5,2023-08-01,Dashen,Google Play,positive
"Abel Balcha, and Abel Solomon, sad to say what is annoying is to read your comment about password. Your comments on password tell your limited knowledge about digital security. Both comments goes against strong security policies; It is meant to protect your assets. Don't be careless on it. Reconsider your review. In a way you are telling how secure this app is. I hope Dashen will respond to disqualify your review points. It is just not fair.",4,2023-07-30,Dashen,Google Play,positive
good👍,4,2023-07-28,Dashen,Google Play,neutral
Best,5,2023-07-27,Dashen,Google Play,positive
good app,5,2023-07-27,Dashen,Google Play,positive
"I really enjoy this app because by doing anything it could remind me and saying you logged in with this app, if is not you contact this number.. So I like it",5,2023-07-23,Dashen,Google Play,positive
Tell 6836,1,2023-07-22,Dashen,Google Play,neutral
"The login should be auto filled,",3,2023-07-20,Dashen,Google Play,neutral
Good,5,2023-07-20,Dashen,Google Play,positive
የአንድ ጊዜ ምስጥር ቁጥር ቶሎ አይመጣም ብዙ ሰዓት ያስጠብቃል ማሻሻያ ይደረግ,2,2023-07-20,Dashen,Google Play,neutral
Good app,4,2023-07-18,Dashen,Google Play,positive
Used balance check app,5,2023-07-14,Dashen,Google Play,neutral
Nice so perfect,5,2023-07-06,Dashen,Google Play,positive
It is easy to use,5,2023-07-04,Dashen,Google Play,positive
This appi is 👍Good,3,2023-06-09,Dashen,Google Play,neutral
ጥሩ ነው ግን chrom ላይ password save አድርጎ ያቆያል,5,2023-06-09,Dashen,Google Play,positive
Thankz,3,2023-06-08,Dashen,Google Play,neutral
Why should change password it's not good if ur client forget password it can be exhausted for client,2,2023-06-08,Dashen,Google Play,negative
OTP not send on time while processing any transactions by this app.,4,2023-06-07,Dashen,Google Play,neutral
Good app,5,2023-06-06,Dashen,Google Play,positive
"It is simple to use, one annoying thing is, it demands you to change passward frequently and then, when we get confused which passward we used last time, it locks you out, if you put wrong passward and then tells to go to your bank, which may be miles away. Please make the frequency of passward change less frequent.",2,2023-06-06,Dashen,Google Play,negative
good upp,1,2023-06-06,Dashen,Google Play,positive
best,5,2023-06-05,Dashen,Google Play,positive
Five star,5,2023-05-26,Dashen,Google Play,neutral
It's amazing app use it!,5,2023-05-21,Dashen,Google Play,positive
"I really enjoy using the amole app simple and easy. I hope the developers add card management services like change your pin, disable card and so on other than that I enjoy using amole it's great 👍",5,2023-05-16,Dashen,Google Play,positive
I can't update amole lite and when I try to use the old version it can't log on to my account.,3,2023-05-13,Dashen,Google Play,neutral
It's good and easy to user from any branch. I say Continue ahead,5,2023-05-10,Dashen,Google Play,positive
Good app,5,2023-05-06,Dashen,Google Play,positive
ፈጣን እና ምርጥ ባንክ ነው mobile banking ደሞ በታም ኣሪፍ አና ተሎ የሚደርስ ከሌላ bank የተለየ ነው ቀጥሉበት ፡፡ እናመሰግናለን,5,2023-05-05,Dashen,Google Play,neutral
Best,5,2023-05-03,Dashen,Google Play,positive
Best app,5,2023-04-28,Dashen,Google Play,positive
This app is not expected from a bank that says they are pioneer in adapting technology.its user interface is worst than other bank its not intuitive at all .it needs lots of work,3,2023-04-28,Dashen,Google Play,negative
Good,5,2023-04-18,Dashen,Google Play,positive
best,5,2023-04-13,Dashen,Google Play,positive
Best Application,5,2023-04-08,Dashen,Google Play,positive
Ok,5,2023-04-01,Dashen,Google Play,positive
ለ ንግድ ስራ yamehon 6 war yamemalsew tenshe bedr eflgalhu,4,2023-03-29,Dashen,Google Play,negative
It`s good.but the transaction fee to other bank is too much,3,2023-03-28,Dashen,Google Play,neutral
Best,5,2023-03-27,Dashen,Google Play,positive
Gaariidha!!!,5,2023-03-26,Dashen,Google Play,neutral
Good app it is useful for business activities .,5,2023-03-25,Dashen,Google Play,positive
Good app,5,2023-03-25,Dashen,Google Play,positive
Like,5,2023-03-24,Dashen,Google Play,positive
Nice app,4,2023-03-22,Dashen,Google Play,positive
Account is locked out without any wrong password retries 3 times. Sending OTP is unnecessary because it has its own username and password.we can not make transfer without having SIM card on hands.if it require SIM card why we not use USSD no need of app instead .it makes discomfort for using,3,2023-03-20,Dashen,Google Play,positive
Good and reliable service,5,2023-03-19,Dashen,Google Play,positive
"Best app I have ever seen woderfull, always one step ahead.",5,2023-03-19,Dashen,Google Play,positive
Good apps,5,2023-03-19,Dashen,Google Play,positive
Good application for people needs,5,2023-03-18,Dashen,Google Play,positive
What the hell are you doing. How can you release an app update and completely ruin everything. I can even login to begin with. You took it from a 5 to a 1.,1,2023-03-18,Dashen,Google Play,negative
